key,0
#,Name
offset,0
int32,str
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
1000,秘籍：第1卷
1001,秘籍：第2卷
1002,秘籍：第3卷
1003,秘籍：第4卷
1004,秘籍：第5卷
1005,秘籍：第6卷
1006,秘籍：第7卷
1007,秘籍：第8卷
1008,秘籍：其他
1009,
1010,
1011,染剂
1012,
1013,职业任务
1014,中庸工艺馆交易
1015,中庸工艺馆交易
1016,中庸工艺馆交易
1017,鸟人族
1018,莫古力族
1019,鲶鱼精族
1020,熙洛·阿里亚珀
1021,梅·娜格
1022,红
1023,亚德基拉
1024,凯·希尔
1025,重建伊修加德
1026,其他
1027,重建伊修加德2
1028,天钢工具
1029,矮人族
1030,艾尔·图
1031,重建伊修加德3
1032,
1033,
1034,
1035,装饰品1
1036,重建伊修加德4
1037,狄兰达尔
1038,秘籍：第9卷
1039,
1040,魔法大学交易
1041,魔法大学交易
1042,魔法大学交易
1043,内外装潢
1044,庭具
1045,家具
1046,桌台&地毯
1047,桌上
1048,壁挂
1049,其他
1050,阿梅莉安丝
1051,秘籍：第10卷
1052,装饰品2
1053,安登
1054,兔兔族
1055,莫雯卓越工具
1056,玛格拉特
1057,
1058,珠串万货街交易
1059,珠串万货街交易
1060,珠串万货街交易
1061,秘籍：第11卷
1062,
1063,尼托维凯
1064,秘籍：第12卷
1065,约卡弗伊族
1066,
2000,库尔札斯
2001,龙堡
2002,阿巴拉提亚
2003,基拉巴尼亚
2004,奥萨德
2005,诺弗兰特
2006,重建伊修加德
2007,天钢工具
2008,
2009,
2010,北洋地域&伊尔萨巴德
2011,星外天域
2012,古代世界
2013,
2014,莫雯卓越工具
2015,尤卡图拉尔
2016,萨卡图拉尔
2017,亚历山德里亚
2018,
2019,
