key,10
#,Name
offset,0
int32,str
0,无
1,使命开始！
2,使命完成！
3,
4,重新挑战！
5,接受任务！
6,任务完成！
7,临危受命！
8,危命完成！
9,
10,升级！
11,机遇临门！
12,天赐良机！
13,
14,出发！
15,抵达终点！
16,挑战成功！
17,成功！
18,失败……
19,全力一击！
20,打得漂亮！
21,打得好！
22,
23,轻锐小队
24,满编小队
25,等级下降……
26,FINAL FANTASY XIV ONLINE（白色）
27,FINAL FANTASY XIV ONLINE（黑色）
28,
29,国旗：亚历山德里亚
30,九宫幻卡：★
31,九宫幻卡：★★
32,九宫幻卡：★★★
33,九宫幻卡：★★★★
34,九宫幻卡：★★★★★
35,九宫幻卡：1
36,九宫幻卡：2
37,九宫幻卡：3
38,九宫幻卡：4
39,九宫幻卡：5
40,九宫幻卡：6
41,九宫幻卡：7
42,九宫幻卡：8
43,九宫幻卡：9
44,九宫幻卡：A
45,九宫幻卡：0
46,国旗：萨雷安
47,国旗：拉札罕
48,国旗：加雷马
49,国旗：图莱尤拉
50,国旗：格里达尼亚
51,国旗：利姆萨·罗敏萨
52,国旗：乌尔达哈
53,国旗：伊修加德
54,国旗：阿拉米格
55,国旗：黄金港
56,国旗：多玛
57,国旗：水晶都
58,国旗：游末邦
59,国旗：博兹雅
60,表情：平常
61,表情：微笑
62,表情：笑颜
63,表情：飞眼
64,
65,表情：自信
66,表情：无畏
67,表情：闭目
68,表情：意外
69,表情：吃惊
70,表情：嘟嘴
71,表情：认真
72,表情：柔和
73,表情：满足
74,表情：咧嘴
75,表情：沉思
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,符号：叹号
91,符号：问号
92,符号：叹问号
93,符号：问叹号
94,符号：省略号
95,
96,
97,
98,
99,
100,阿卡狄亚：下一位选手！（绿色）
101,阿卡狄亚：下一位选手！（蓝色）
102,完美节奏
103,Monster Hunter Wilds：Quest Accepted
104,Monster Hunter Wilds：Quest Start
105,Monster Hunter Wilds：Quest Cleared
106,
107,
108,
109,
110,气泡：标准
111,气泡：思考
112,气泡：吃惊
113,
114,
115,
116,
117,生日：0
118,生日：1
119,生日：2
120,生日：3
121,生日：4
122,生日：5
123,生日：6
124,生日：7
125,生日：8
126,生日：9
127,生日：莫古力
128,生日：王冠
129,生日：气球
130,装饰：闪亮1
131,装饰：心形
132,装饰：光泡
133,装饰：足迹
134,装饰：闪亮1
135,装饰：墨镜
136,装饰：心形
137,装饰：光泡
138,装饰：口红
139,装饰：足迹
140,装饰：箭头
141,装饰：三角形
142,装饰：四边形
143,装饰：五角形
144,装饰：花朵
145,装饰：圆形虚化
146,装饰：音符1
147,装饰：音符2
148,装饰：音符
149,装饰：三角形
150,装饰：四边形
151,装饰：五角形
152,装饰：花朵
153,装饰：圆形虚化
154,装饰：闪亮2
155,装饰：闪亮2
156,装饰：闪亮3
157,装饰：闪亮3
158,装饰：闪亮4
159,装饰：闪亮4
160,装饰：星星
161,装饰：彩色纸屑
162,
163,
164,
165,
166,
167,
168,
169,
170,食品：猫魅风味山珍烤串
171,食品：羚羊肉排
172,食品：渡渡鸟蛋煎蛋卷
173,食品：煎跳蜥蛋
174,食品：盐烤公主鳟
175,食品：猫魅风味海产烤串
176,食品：高山萝卜沙拉
177,食品：猫魅风味森鲜烤串
178,食品：煎饼
179,食品：心形卷饼
180,食品：骑士面包
181,食品：俾斯麦鸡蛋三明治
182,食品：苹果挞
183,食品：翡翠豆汤
184,食品：生姜饼干
185,食品：爱心巧克力
186,食品：南瓜曲奇
187,食品：橙汁
188,食品：香草茶
189,食品：炸鱼套餐
190,食品：伊修加德松饼
191,食品：长棍面包
192,
193,
194,
195,
196,
197,
198,
199,
200,宇宙探索：音符
201,宇宙探索：星星
202,宇宙探索：眼镜
203,宇宙探索：布丁
204,宇宙探索：行星
205,宇宙探索：胡萝卜
206,宇宙探索：心形
207,宇宙探索：兔兔族
208,宇宙探索：像素兔兔族
209,
210,
211,
212,
213,
214,
215,
216,
217,宠物：粉红糖豆人
218,宠物：糖豆企鹅
219,宠物：小托加尔
220,宠物：迷你尼德霍格
221,宠物：自走人偶001号
222,宠物：巧儿陆行鸟
223,宠物：爆弹仔
224,宠物：贝希摩斯宝宝
225,宠物：魔界花骨朵
226,宠物：灰尘兔
227,宠物：幼小仙人掌
228,宠物：小壳蟹
229,宠物：发芽小猩猩
230,宠物：恶魔砖块
231,宠物：手指光标
232,宠物：卢恩人玩偶
233,宠物：小狼
234,宠物：长须小豹
235,宠物：冬贝利玩偶
236,宠物：魔法扫帚
237,宠物：莫古力娃娃
238,宠物：食果花鼠
239,宠物：猫小胖
240,宠物：河童童
241,宠物：追踪系统
242,宠物：猴面雀儿
243,宠物：叶小妖妖
244,宠物：獭獭
245,宠物：迷你鲶鱼精
246,宠物：迷你库洛
247,宠物：豆豆柴
248,宠物：隆卡的水蛇？
249,宠物：大河狸
250,宠物：鲨鱼指挥官
251,宠物：凯特西娃娃
252,宠物：青鸟
