key,11,12
#,Description,
offset,0,4
int32,str,str
0,,
1,腐烂蔬菜——皮里福尔,魔兽大队的百夫长克拉莉西扔掉了快要腐烂的草木纲魔物，打倒腐烂蔬菜——皮里福尔！
2,战争妖犬——恐惧妖犬,术师大队为了搅乱战列，召唤了三个头的妖犬，打倒战争妖犬——恐惧妖犬！
3,高火力陆战魔导兵器——守夜,机械化步兵大队的强化兵达波格操纵着守卫机蝎的改良机体出现在了战场，打倒高火力陆战魔导兵器——守夜！
4,新型飞行型魔导装甲——加百列,机械化步兵大队的强化兵达波格操纵着新型飞行型魔导装甲空降到了战场，回应决斗邀请，打倒加百列！
5,黑死鸟——阿克巴巴,魔兽大队的驯兽师们正在对博兹雅义军造成损害，打倒死鸟——阿克巴巴以及驯兽师！
6,怨念死灵——地生人,术师大队的选拔兵罗菲准备带上试验动物一角兽逃离大队，与一角兽一起打倒怨念死灵——地生人！
7,红陆行鸟之王——红色彗星,一群不知从何处来的红陆行鸟闯入了南方博兹雅战线，打倒红陆行鸟之王——红色彗星！
8,百兽之王——兽王莱昂,率领魔兽大队久经沙场的千夫长莱昂发出了决斗的邀请，在单挑中打倒兽王莱昂！
9,炎兽训练师——火焰百夫队,使役炎兽——焰球的术师火焰百夫队进攻了过来，歼灭敌人阻止其进攻！
10,据点防卫魔导兵器——爱国者,据点防御步兵大队为了加固据点的防卫配置了新兵器，打倒据点防卫魔导兵器——爱国者！
11,邪眼妖兽——耶鲁,术师大队的妖术师向战场上放出了不祥的妖兽，打倒邪眼妖兽——耶鲁！
12,老练魔法师——铁胆狱火萨托瓦尔,追寻强敌的火焰法师现身了，在决斗中打倒第四军团术师大队的上级百夫长——铁胆狱火萨托瓦尔！
13,钢铁魔兽——达因斯莱瓦,机械化步兵大队的魔导技师长西西尼乌斯将新型的魔导兵器投放到了战场，打倒钢铁魔兽——达因斯莱瓦！
14,新型铁巨人——魔导劳工X式,机械化步兵大队的魔导技师长西西尼乌斯将古代兵器改良后投入了实战，打倒新型铁巨人——魔导劳工X式！
15,战栗之角——奇尔维尼克,魔兽大队利用秘药将魔兽的尸体复苏化作了战斗力，打倒战栗之角——奇尔维尼克！
16,帝国湖岸堡攻城战,攻入第四军团于博兹雅建设的总根据地——帝国湖岸堡，突破途中的障碍，镇压那里！
17,群蛇狂舞——妖战百人队,术师大队妖战百人队驱使着妖蛇札尼尔查攻打了过来，歼灭敌方部队，阻止他们的进攻！
18,试制型飞行型魔导装甲——黑色燃焰,地狱潜者的改良型机体黑色燃焰空降到了战场，打倒试制型飞行型魔导装甲——黑色燃焰！
19,惨无人道的强化兵——超级调整兵达波格,机械化步兵大队的强化兵达波格被改造成了可怕的生物兵器，打倒超级调整兵达波格！
20,复制告密者——第四军团谢米哈扎,魔导僧兵大队的异端僧兵献出生命解放了圣石碎片的力量，打倒第四军团谢米哈扎！
21,焦土魔蝎——赫德提特,魔兽大队的驯兽师放出了在终末焦土捕获到的魔蝎，打倒焦土魔蝎——赫德提特！
