key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_BANMAM111_05271_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊ルール： レベルアジャスト受注クラス・ジョブ制限<hex:0249020103><hex:0248020103><hex:02100103>※本クエストは受注時のクラスでのみ進行します。<hex:02100103><hex:02100103>ゴクゴルマ農園のカゲージャは、薬品の材料を採ってきてほしいようだ。
1,TEXT_BANMAM111_05271_SEQ_01,カゲージャに依頼された品を納品
2,TEXT_BANMAM111_05271_SEQ_02,
3,TEXT_BANMAM111_05271_SEQ_03,
4,TEXT_BANMAM111_05271_SEQ_04,
5,TEXT_BANMAM111_05271_SEQ_05,
6,TEXT_BANMAM111_05271_SEQ_06,
7,TEXT_BANMAM111_05271_SEQ_07,
8,TEXT_BANMAM111_05271_SEQ_08,
9,TEXT_BANMAM111_05271_SEQ_09,
10,TEXT_BANMAM111_05271_SEQ_10,
11,TEXT_BANMAM111_05271_SEQ_11,
12,TEXT_BANMAM111_05271_SEQ_12,
13,TEXT_BANMAM111_05271_SEQ_13,
14,TEXT_BANMAM111_05271_SEQ_14,
15,TEXT_BANMAM111_05271_SEQ_15,
16,TEXT_BANMAM111_05271_SEQ_16,
17,TEXT_BANMAM111_05271_SEQ_17,
18,TEXT_BANMAM111_05271_SEQ_18,
19,TEXT_BANMAM111_05271_SEQ_19,
20,TEXT_BANMAM111_05271_SEQ_20,
21,TEXT_BANMAM111_05271_SEQ_21,
22,TEXT_BANMAM111_05271_SEQ_22,
23,TEXT_BANMAM111_05271_SEQ_23,
24,TEXT_BANMAM111_05271_TODO_00,<hex:0208F2018FE4E80511FF7F><hex:02087BE3E802E803FF4A>セノーテ・ジャユンジャ付近の岩場で<hex:02280AFF05>Item<hex:E8060103>を砕岩<hex:FF29>カゲージャに<hex:02280AFF05>Item<hex:E8060103>を納品<hex:03><hex:FFF20107><hex:0208F20101E4E80512FF7F><hex:02087BE3E802E803FF4A>セノーテ・ジャユンジャ付近の良木で<hex:02280AFF05>Item<hex:E8060103>を伐採<hex:FF29>カゲージャに<hex:02280AFF05>Item<hex:E8060103>を納品<hex:03><hex:FF7C><hex:020878E4E80513FF70><hex:02086CE3E802E803FF3B>セノーテ・ジャユンジャで<hex:02280AFF05>Item<hex:E8060103>を釣る<hex:FF29>カゲージャに<hex:02280AFF05>Item<hex:E8060103>を納品<hex:03><hex:FF01><hex:03><hex:03><hex:03>
25,TEXT_BANMAM111_05271_TODO_01,
26,TEXT_BANMAM111_05271_TODO_02,
27,TEXT_BANMAM111_05271_TODO_03,
28,TEXT_BANMAM111_05271_TODO_04,
29,TEXT_BANMAM111_05271_TODO_05,
30,TEXT_BANMAM111_05271_TODO_06,
31,TEXT_BANMAM111_05271_TODO_07,
32,TEXT_BANMAM111_05271_TODO_08,
33,TEXT_BANMAM111_05271_TODO_09,
34,TEXT_BANMAM111_05271_TODO_10,
35,TEXT_BANMAM111_05271_TODO_11,
36,TEXT_BANMAM111_05271_TODO_12,
37,TEXT_BANMAM111_05271_TODO_13,
38,TEXT_BANMAM111_05271_TODO_14,
39,TEXT_BANMAM111_05271_TODO_15,
40,TEXT_BANMAM111_05271_TODO_16,
41,TEXT_BANMAM111_05271_TODO_17,
42,TEXT_BANMAM111_05271_TODO_18,
43,TEXT_BANMAM111_05271_TODO_19,
44,TEXT_BANMAM111_05271_TODO_20,
45,TEXT_BANMAM111_05271_TODO_21,
46,TEXT_BANMAM111_05271_TODO_22,
47,TEXT_BANMAM111_05271_TODO_23,
48,TEXT_BANMAM111_05271_KAGEELJA_000_001,作物がより健康に育つように、<hex:02100103>アンギルさんと相談して、グロースフォーミュラっていう、<hex:02100103>外つ国の成長促進剤を使うことにしたんだ。
49,TEXT_BANMAM111_05271_KAGEELJA_000_002,だけどこの森が特殊だからか、既製品じゃ効果が薄いらしくてね。<hex:02100103>環境に合わせて改良するために、<hex:02100103>このあたりで採れる素材がほしいんだって。
50,TEXT_BANMAM111_05271_KAGEELJA_000_003,前に材料を採ってきてもらった植物の成長促進剤、<hex:02100103>いい感じに効果が出ているんだ。<hex:02100103>それで、増産のためにまた素材がほしいんだよ。
51,TEXT_BANMAM111_05271_KAGEELJA_000_004,というわけで、セノーテ・ジャユンジャ付近で採れる、<hex:02100103>「<hex:02280BFF05>Item<hex:F2BBAD0103>」の調達、貴方にお願いできると嬉しいな。
52,TEXT_BANMAM111_05271_KAGEELJA_000_005,というわけで、セノーテ・ジャユンジャ付近で採れる、<hex:02100103>「<hex:02280BFF05>Item<hex:F2BBAE0103>」の調達、貴方にお願いできると嬉しいな。
53,TEXT_BANMAM111_05271_KAGEELJA_000_006,というわけで、セノーテ・ジャユンジャで採れる、<hex:02100103>「<hex:02280BFF05>Item<hex:F2BBAF0103>」の調達、貴方にお願いできると嬉しいな。<hex:02100103>釣り餌は<hex:02280BFF05>Item<hex:F2AB490103>を使うといいみたい。
54,TEXT_BANMAM111_05271_KAGEELJA_000_007,セノーテ・ジャユンジャ付近で採れる「<hex:02280BFF05>Item<hex:F2BBAD0103>」、<hex:02100103>成長促進剤づくりのために、調達をお願いできると嬉しいよ。<hex:02100103>採集できたら僕が受け取るから、よろしくね。
55,TEXT_BANMAM111_05271_KAGEELJA_000_008,セノーテ・ジャユンジャ付近で採れる「<hex:02280BFF05>Item<hex:F2BBAE0103>」、<hex:02100103>成長促進剤づくりのために、調達をお願いできると嬉しいよ。<hex:02100103>採集できたら僕が受け取るから、よろしくね。
56,TEXT_BANMAM111_05271_KAGEELJA_000_009,セノーテ・ジャユンジャで採れる「<hex:02280BFF05>Item<hex:F2BBAF0103>」、<hex:02100103>成長促進剤づくりのために、調達をお願いできると嬉しいよ。<hex:02100103>釣り餌は<hex:02280BFF05>Item<hex:F2AB490103>が有効みたいだから、よろしくね。
57,TEXT_BANMAM111_05271_KAGEELJA_000_010,どうかな、成長促進剤の素材、採れたかい？
58,TEXT_BANMAM111_05271_KAGEELJA_000_011,さすが<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、いい仕事だよ。<hex:02100103>素材の質もバッチリだ。
59,TEXT_BANMAM111_05271_KAGEELJA_000_012,この成長促進剤は、植物自体の力を向上させて、<hex:02100103>育ちやすくしたり、実をつけやすくしたりするものなんだ。<hex:02100103>外つ国の農家もよく使ってるんだって。
60,TEXT_BANMAM111_05271_KAGEELJA_000_013,貴方やアンギルさんのおかげで新しい発見があるから、<hex:02100103>最近、畑に向かうのが楽しいよ。<hex:02100103>今後も工夫しながらやってくから、引き続きよろしくね。
