key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_AKTKCT303_04804_SEQ_00,<hex:024804F201F603><hex:024904F201F703>特殊规则： 职业固定<hex:0249020103><hex:0248020103><hex:02100103>中庸工艺馆前的乔菈·佐开始着手缔造无与伦比的莫雯卓越工具。
1,TEXT_AKTKCT303_04804_SEQ_01,※本任务为<hex:024804F201F603><hex:024904F201F703><hex:0249020103><hex:0248020103> 职业固定任务，<hex:02100103>　需要与接受任务时的职业相同才可继续进行任务。<hex:02100103><hex:02100103>改良莫雯卓越工具所需的材料，可使用交易资本与秦娜娜兑换。另外，大地使者也可以通过精选获得交易资本。将背包或兵装库中的莫雯卓越工具和材料交给中庸工艺馆前的乔菈·佐，拜托她进行最终阶段的改良。
2,TEXT_AKTKCT303_04804_SEQ_02,莫雯卓越工具终于完成了。在莫雯卓越工具送达所有需要它们的工匠手里之前，盖雷诺尔特和乔菈·佐还会继续呆在工作室。今后冒险者也可以选择继续协助他们，帮助他们制作工具。
3,TEXT_AKTKCT303_04804_SEQ_03,
4,TEXT_AKTKCT303_04804_SEQ_04,
5,TEXT_AKTKCT303_04804_SEQ_05,
6,TEXT_AKTKCT303_04804_SEQ_06,
7,TEXT_AKTKCT303_04804_SEQ_07,
8,TEXT_AKTKCT303_04804_SEQ_08,
9,TEXT_AKTKCT303_04804_SEQ_09,
10,TEXT_AKTKCT303_04804_SEQ_10,
11,TEXT_AKTKCT303_04804_SEQ_11,
12,TEXT_AKTKCT303_04804_SEQ_12,
13,TEXT_AKTKCT303_04804_SEQ_13,
14,TEXT_AKTKCT303_04804_SEQ_14,
15,TEXT_AKTKCT303_04804_SEQ_15,
16,TEXT_AKTKCT303_04804_SEQ_16,
17,TEXT_AKTKCT303_04804_SEQ_17,
18,TEXT_AKTKCT303_04804_SEQ_18,
19,TEXT_AKTKCT303_04804_SEQ_19,
20,TEXT_AKTKCT303_04804_SEQ_20,
21,TEXT_AKTKCT303_04804_SEQ_21,
22,TEXT_AKTKCT303_04804_SEQ_22,
23,TEXT_AKTKCT303_04804_SEQ_23,
24,TEXT_AKTKCT303_04804_TODO_00,卸下<hex:0208F20121E4E80509FF0F><hex:02280BFF05>Item<hex:F2A0DC0103><hex:FFF20109><hex:0208F20103E4E8050AFF0F><hex:02280BFF05>Item<hex:F2A0DD0103><hex:FFF0EC><hex:0208F0E7E4E8050BFF0F><hex:02280BFF05>Item<hex:F2A0DE0103><hex:FFF0D0><hex:0208CDE4E8050CFF0F><hex:02280BFF05>Item<hex:F2A0DF0103><hex:FFB7><hex:0208B3E4E8050DFF0F><hex:02280BFF05>Item<hex:F2A0E00103><hex:FF9D><hex:020899E4E8050EFF0F><hex:02280BFF05>Item<hex:F2A0E10103><hex:FF83><hex:02087FE4E8050FFF0F><hex:02280BFF05>Item<hex:F2A0E20103><hex:FF69><hex:020865E4E80510FF0F><hex:02280BFF05>Item<hex:F2A0E30103><hex:FF4F><hex:02084BE4E80511FF0F><hex:02280BFF05>Item<hex:F2A0E40103><hex:FF35><hex:020831E4E80512FF0F><hex:02280BFF05>Item<hex:F2A0E50103><hex:FF1B><hex:020817E4E80513FF0F><hex:02280BFF05>Item<hex:F2A0E60103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>放入兵装库或背包<hex:02100103><hex:0208F202B8E4E80509FF32>收集<hex:02280BFF05>Item<hex:F2A13E0103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF2027D><hex:0208F20277E4E8050AFF32>收集<hex:02280BFF05>Item<hex:F2A13F0103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF2023C><hex:0208F20236E4E8050BFF32>收集<hex:02280BFF05>Item<hex:F2A1400103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF201FB><hex:0208F201F5E4E8050CFF32>收集<hex:02280BFF05>Item<hex:F2A1410103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF201BA><hex:0208F201B4E4E8050DFF32>收集<hex:02280BFF05>Item<hex:F2A1420103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF20179><hex:0208F20173E4E8050EFF32>收集<hex:02280BFF05>Item<hex:F2A1430103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF20138><hex:0208F20132E4E8050FFF32>收集<hex:02280BFF05>Item<hex:F2A1440103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFF0F8><hex:0208F0F3E4E80510FF32>收集<hex:02280BFF05>Item<hex:F2A1450103><hex:024804F2023B03><hex:024904F2023C03>60个<hex:0249020103><hex:0248020103><hex:FFBB><hex:0208B7E4E80511FF33>收集<hex:02280BFF05>Item<hex:F2A1500103><hex:024804F2023B03><hex:024904F2023C03>220个<hex:0249020103><hex:0248020103><hex:FF7D><hex:020879E4E80512FF33>收集<hex:02280BFF05>Item<hex:F2A1510103><hex:024804F2023B03><hex:024904F2023C03>220个<hex:0249020103><hex:0248020103><hex:FF3F><hex:02083BE4E80513FF33>收集<hex:02280BFF05>Item<hex:F2A1580103><hex:024804F2023B03><hex:024904F2023C03>170个<hex:0249020103><hex:0248020103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:02100103><hex:020881E4E80511FF37>收集<hex:02280BFF05>Item<hex:F2A14B0103><hex:024804F2023B03><hex:024904F2023C03>220个<hex:0249020103><hex:0248020103><hex:02100103><hex:FF43><hex:02083FE4E80512FF37>收集<hex:02280BFF05>Item<hex:F2A14D0103><hex:024804F2023B03><hex:024904F2023C03>220个<hex:0249020103><hex:0248020103><hex:02100103><hex:FF01><hex:03><hex:03>交给中庸工艺馆前的乔菈·佐
25,TEXT_AKTKCT303_04804_TODO_01,
26,TEXT_AKTKCT303_04804_TODO_02,
27,TEXT_AKTKCT303_04804_TODO_03,
28,TEXT_AKTKCT303_04804_TODO_04,
29,TEXT_AKTKCT303_04804_TODO_05,
30,TEXT_AKTKCT303_04804_TODO_06,
31,TEXT_AKTKCT303_04804_TODO_07,
32,TEXT_AKTKCT303_04804_TODO_08,
33,TEXT_AKTKCT303_04804_TODO_09,
34,TEXT_AKTKCT303_04804_TODO_10,
35,TEXT_AKTKCT303_04804_TODO_11,
36,TEXT_AKTKCT303_04804_TODO_12,
37,TEXT_AKTKCT303_04804_TODO_13,
38,TEXT_AKTKCT303_04804_TODO_14,
39,TEXT_AKTKCT303_04804_TODO_15,
40,TEXT_AKTKCT303_04804_TODO_16,
41,TEXT_AKTKCT303_04804_TODO_17,
42,TEXT_AKTKCT303_04804_TODO_18,
43,TEXT_AKTKCT303_04804_TODO_19,
