key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_HEAVNG103_02358_SEQ_00,石之家的伊达想参加获取欧米茄的行动。
1,TEXT_HEAVNG103_02358_SEQ_01,和伊达进行了交谈。大家商量过后，最终决定由伊达、冒险者和两位多玛人一同随尼禄与西德去获取并启动欧米茄。和摩杜纳银泪湖北岸的西德谈谈。
2,TEXT_HEAVNG103_02358_SEQ_02,大家搭乘企业精进号前往加尔提诺平原，在那里遭遇了同样正搜寻欧米茄的帝国军部队。不知冒险者等人能否成功击退敌人，顺利启动欧米茄。
3,TEXT_HEAVNG103_02358_SEQ_03,好不容易击退了格林瓦特等帝国军，并且成功启动了欧米茄，然而欧米茄发出的信号却中断了。和欧米茄控制室的西德谈谈，前往格里达尼亚。
4,TEXT_HEAVNG103_02358_SEQ_04,回到了格里达尼亚飞艇坪。和西德谈谈，打听情况。
5,TEXT_HEAVNG103_02358_SEQ_05,和西德进行了交谈。阿尔菲诺来到格里达尼亚飞艇坪迎接大家，他应该知道欧米茄启动后发生了什么。
6,TEXT_HEAVNG103_02358_SEQ_06,
7,TEXT_HEAVNG103_02358_SEQ_07,
8,TEXT_HEAVNG103_02358_SEQ_08,
9,TEXT_HEAVNG103_02358_SEQ_09,
10,TEXT_HEAVNG103_02358_SEQ_10,
11,TEXT_HEAVNG103_02358_SEQ_11,
12,TEXT_HEAVNG103_02358_SEQ_12,
13,TEXT_HEAVNG103_02358_SEQ_13,
14,TEXT_HEAVNG103_02358_SEQ_14,
15,TEXT_HEAVNG103_02358_SEQ_15,
16,TEXT_HEAVNG103_02358_SEQ_16,
17,TEXT_HEAVNG103_02358_SEQ_17,
18,TEXT_HEAVNG103_02358_SEQ_18,
19,TEXT_HEAVNG103_02358_SEQ_19,
20,TEXT_HEAVNG103_02358_SEQ_20,
21,TEXT_HEAVNG103_02358_SEQ_21,
22,TEXT_HEAVNG103_02358_SEQ_22,
23,TEXT_HEAVNG103_02358_SEQ_23,
24,TEXT_HEAVNG103_02358_TODO_00,和摩杜纳的西德对话
25,TEXT_HEAVNG103_02358_TODO_01,和西德对话
26,TEXT_HEAVNG103_02358_TODO_02,和欧米茄控制室的西德对话
27,TEXT_HEAVNG103_02358_TODO_03,和格里达尼亚飞艇坪的西德对话
28,TEXT_HEAVNG103_02358_TODO_04,
29,TEXT_HEAVNG103_02358_TODO_05,
30,TEXT_HEAVNG103_02358_TODO_06,
31,TEXT_HEAVNG103_02358_TODO_07,
32,TEXT_HEAVNG103_02358_TODO_08,
33,TEXT_HEAVNG103_02358_TODO_09,
34,TEXT_HEAVNG103_02358_TODO_10,
35,TEXT_HEAVNG103_02358_TODO_11,
36,TEXT_HEAVNG103_02358_TODO_12,
37,TEXT_HEAVNG103_02358_TODO_13,
38,TEXT_HEAVNG103_02358_TODO_14,
39,TEXT_HEAVNG103_02358_TODO_15,
40,TEXT_HEAVNG103_02358_TODO_16,
41,TEXT_HEAVNG103_02358_TODO_17,
42,TEXT_HEAVNG103_02358_TODO_18,
43,TEXT_HEAVNG103_02358_TODO_19,
44,TEXT_HEAVNG103_02358_TODO_20,
45,TEXT_HEAVNG103_02358_TODO_21,
46,TEXT_HEAVNG103_02358_TODO_22,
47,TEXT_HEAVNG103_02358_TODO_23,
48,TEXT_HEAVNG103_02358_ALISAIE_000_001,那就是东方的装扮吗……
49,TEXT_HEAVNG103_02358_CID_000_005,为什么你身边总有这种奇特的人？
50,TEXT_HEAVNG103_02358_YUGIRI_000_010,没想到能与豪雪在艾欧泽亚重逢……
51,TEXT_HEAVNG103_02358_GOSETSU_000_015,区区帝国杂兵，老夫定将其一刀两断！<hex:02100103>让他们尝尝厉害！
52,TEXT_HEAVNG103_02358_NERO_000_020,“热气腾腾水壶十四号”？<hex:02100103>要是让本大爷来做，肯定能做出比那个破烂<hex:02100103>厉害一百倍的魔导器械，让水烧得更快更轻松。
53,TEXT_HEAVNG103_02358_TATARU_000_025,我绝对不要给那个叫尼禄的人做衣服……
54,TEXT_HEAVNG103_02358_ALPHINAUD_100_005,今天可真是稀客光顾的日子啊，<hex:02100103>但愿他们……都是可靠的帮手……
55,TEXT_HEAVNG103_02358_YDA_000_030,那么……前去获取欧米茄的人选，<hex:02100103>能算我一个吗？
56,TEXT_HEAVNG103_02358_ALPHINAUD_000_031,伊达……你不要紧了吗？
57,TEXT_HEAVNG103_02358_YDA_000_032,谢谢你担心我……<hex:02100103>我不能随随便便就说自己已经没问题了，<hex:02100103>但我还是希望能为大家做些什么。
58,TEXT_HEAVNG103_02358_ALISAIE_000_033,……我明白了。<hex:02100103>那我就留下来负责联系同盟军吧，<hex:02100103>阿尔菲诺回到格里达尼亚辅助大家。
59,TEXT_HEAVNG103_02358_ALPHINAUD_000_034,好。
60,TEXT_HEAVNG103_02358_CID_000_035,那就这么定了。<hex:02100103>我和尼禄负责欧米茄的获取与启动的准备工作，<hex:02100103>就劳烦伊达，<hex:022903EB0203>和二位多玛来的客人保护我们了。
61,TEXT_HEAVNG103_02358_CID_000_036,如果大家都没问题，那我们就立即出发吧。<hex:02100103>我把企业号停在了银泪湖边，<hex:02100103>做好准备之后，所有人在那里集合。
62,TEXT_HEAVNG103_02358_YUGIRI_000_040,豪雪的剑术很可靠，无需担心。<hex:02100103>要说最让人不安的，还是尼禄这个人吧。
63,TEXT_HEAVNG103_02358_GOSETSU_000_045,此……此物……真能飞翔？
64,TEXT_HEAVNG103_02358_NERO_000_050,乖乖等着吧，欧米茄……<hex:02100103>本大爷一定会亲手唤醒你的……
65,TEXT_HEAVNG103_02358_YDA_000_055,抱歉，让大家为我担心……<hex:02100103>我会努力完成任务的，放心吧。
66,TEXT_HEAVNG103_02358_ALISAIE_100_020,汇集情报的工作就包在我身上了。
67,TEXT_HEAVNG103_02358_TATARU_100_025,我自己很满意给<hex:022903EB0203>做的那套衣服，<hex:02100103>可以说是我工匠生涯的集大成之作！
68,TEXT_HEAVNG103_02358_CID_000_060,这里距离加尔提诺并不远，<hex:02100103>以企业号的速度，很快就能到达。
69,TEXT_HEAVNG103_02358_CID_000_061,帝国军过去曾派密探偷偷潜入恒辉队内部，<hex:02100103>这次他们应该也会注意到欧米茄。<hex:02100103>就像尼禄说的那样，我们有可能会撞见帝国军。
70,TEXT_HEAVNG103_02358_CID_000_062,说不定我们刚到那里就要进入战斗了，<hex:02100103>所以在上企业号之前，你可要先检查好自己的装备。
71,TEXT_HEAVNG103_02358_GRYNEWAHT_100_060,死了这条心吧！<hex:02100103>我们的人数比你们多多了！
72,TEXT_HEAVNG103_02358_YDA_100_061,真是烦死人了！
73,TEXT_HEAVNG103_02358_NERO_100_062,喂，你们要陪那些小喽啰玩到什么时候？！<hex:02100103>本大爷把杀手锏借给你，<hex:02100103>快点结束战斗到这边来！
74,TEXT_HEAVNG103_02358_NERO_100_063,魔导死神“血红男爵”！<hex:02100103>你会操作吧？可别让我失望啊！
