key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CHRHDY351_04772_SEQ_00,<hex:024804F201F603><hex:024904F201F703>特殊规则： 职业固定<hex:0249020103><hex:0248020103><hex:02100103>炼金术制药堂的曼德维尔家的工匠已经做好了改良武器的万全准备。
1,TEXT_CHRHDY351_04772_SEQ_01,※本任务为<hex:024804F201F603><hex:024904F201F703><hex:0249020103><hex:0248020103> 职业固定任务，<hex:02100103>　需要与接受任务时的职业相同才可继续进行任务。<hex:02100103><hex:02100103>曼德维尔家的工匠委托改良武器所需的素材，收集3个<hex:02280BFF05>Item<hex:F29D820103>并在携带曼德维尔武器的状态下，交给炼金术制药堂的曼德维尔家的工匠。<hex:02100103><hex:02100103>可以在以太之光广场的玖布伦娜处交换<hex:02280BFF05>Item<hex:F29D820103>。
2,TEXT_CHRHDY351_04772_SEQ_02,将<hex:02280BFF05>Item<hex:F29D820103>交给了曼德维尔家的工匠，改良了曼德维尔武器。如果还有其他想要改良的曼德维尔武器，可以再和曼德维尔家的工匠谈谈。
3,TEXT_CHRHDY351_04772_SEQ_03,
4,TEXT_CHRHDY351_04772_SEQ_04,
5,TEXT_CHRHDY351_04772_SEQ_05,
6,TEXT_CHRHDY351_04772_SEQ_06,
7,TEXT_CHRHDY351_04772_SEQ_07,
8,TEXT_CHRHDY351_04772_SEQ_08,
9,TEXT_CHRHDY351_04772_SEQ_09,
10,TEXT_CHRHDY351_04772_SEQ_10,
11,TEXT_CHRHDY351_04772_SEQ_11,
12,TEXT_CHRHDY351_04772_SEQ_12,
13,TEXT_CHRHDY351_04772_SEQ_13,
14,TEXT_CHRHDY351_04772_SEQ_14,
15,TEXT_CHRHDY351_04772_SEQ_15,
16,TEXT_CHRHDY351_04772_SEQ_16,
17,TEXT_CHRHDY351_04772_SEQ_17,
18,TEXT_CHRHDY351_04772_SEQ_18,
19,TEXT_CHRHDY351_04772_SEQ_19,
20,TEXT_CHRHDY351_04772_SEQ_20,
21,TEXT_CHRHDY351_04772_SEQ_21,
22,TEXT_CHRHDY351_04772_SEQ_22,
23,TEXT_CHRHDY351_04772_SEQ_23,
24,TEXT_CHRHDY351_04772_TODO_00,<hex:0208F2029CE3E802E803FF15>获取<hex:02280BFF05>Item<hex:F29D820103><hex:FFF2027D>卸下<hex:0208F20226E4E80514FF24><hex:02280BFF05>Item<hex:F298E80103>与<hex:02100103><hex:02280BFF05>Item<hex:F298FB0103><hex:FFF201F9><hex:0208F201F3E4E80515FF0F><hex:02280BFF05>Item<hex:F298E90103><hex:FFF201DB><hex:0208F201D5E4E80516FF0F><hex:02280BFF05>Item<hex:F298EA0103><hex:FFF201BD><hex:0208F201B7E4E80517FF0F><hex:02280BFF05>Item<hex:F298EB0103><hex:FFF2019F><hex:0208F20199E4E80518FF0F><hex:02280BFF05>Item<hex:F298EC0103><hex:FFF20181><hex:0208F2017BE4E80519FF0F><hex:02280BFF05>Item<hex:F298F00103><hex:FFF20163><hex:0208F2015DE4E8051AFF0F><hex:02280BFF05>Item<hex:F298F10103><hex:FFF20145><hex:0208F2013FE4E8051CFF0F><hex:02280BFF05>Item<hex:F298F20103><hex:FFF20127><hex:0208F20121E4E8051DFF0F><hex:02280BFF05>Item<hex:F298F30103><hex:FFF20109><hex:0208F20103E4E8051FFF0F><hex:02280BFF05>Item<hex:F298ED0103><hex:FFF0EC><hex:0208F0E7E4E80520FF0F><hex:02280BFF05>Item<hex:F298EF0103><hex:FFF0D0><hex:0208CDE4E80521FF0F><hex:02280BFF05>Item<hex:F298EE0103><hex:FFB7><hex:0208B3E4E80522FF0F><hex:02280BFF05>Item<hex:F298F40103><hex:FF9D><hex:020899E4E80523FF0F><hex:02280BFF05>Item<hex:F298F50103><hex:FF83><hex:02087FE4E80524FF0F><hex:02280BFF05>Item<hex:F298F60103><hex:FF69><hex:020865E4E80526FF0F><hex:02280BFF05>Item<hex:F298F70103><hex:FF4F><hex:02084BE4E80527FF0F><hex:02280BFF05>Item<hex:F298F80103><hex:FF35><hex:020831E4E80528FF0F><hex:02280BFF05>Item<hex:F298FA0103><hex:FF1B><hex:020817E4E80529FF0F><hex:02280BFF05>Item<hex:F298F90103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>放入兵装库或背包<hex:02100103>将<hex:02280BFF05>Item<hex:F29D820103>交给曼德维尔家的工匠<hex:03>
25,TEXT_CHRHDY351_04772_TODO_01,
26,TEXT_CHRHDY351_04772_TODO_02,
27,TEXT_CHRHDY351_04772_TODO_03,
28,TEXT_CHRHDY351_04772_TODO_04,
29,TEXT_CHRHDY351_04772_TODO_05,
30,TEXT_CHRHDY351_04772_TODO_06,
31,TEXT_CHRHDY351_04772_TODO_07,
32,TEXT_CHRHDY351_04772_TODO_08,
33,TEXT_CHRHDY351_04772_TODO_09,
34,TEXT_CHRHDY351_04772_TODO_10,
35,TEXT_CHRHDY351_04772_TODO_11,
36,TEXT_CHRHDY351_04772_TODO_12,
37,TEXT_CHRHDY351_04772_TODO_13,
38,TEXT_CHRHDY351_04772_TODO_14,
39,TEXT_CHRHDY351_04772_TODO_15,
40,TEXT_CHRHDY351_04772_TODO_16,
41,TEXT_CHRHDY351_04772_TODO_17,
42,TEXT_CHRHDY351_04772_TODO_18,
43,TEXT_CHRHDY351_04772_TODO_19,
44,TEXT_CHRHDY351_04772_TODO_20,
45,TEXT_CHRHDY351_04772_TODO_21,
46,TEXT_CHRHDY351_04772_TODO_22,
47,TEXT_CHRHDY351_04772_TODO_23,
48,TEXT_CHRHDY351_04772_SYSTEM_000_000,“灵活变化的曼德维尔武器”任务中获得的武器，<hex:02100103>将是当前职业<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>的曼德维尔武器。
49,TEXT_CHRHDY351_04772_SYSTEM_000_001,确定要以<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>接受“灵活变化的曼德维尔武器”任务吗？
50,TEXT_CHRHDY351_04772_Q1_000_001,要制作<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>的曼德维尔武器吗？
51,TEXT_CHRHDY351_04772_A1_000_002,再考虑一下
