key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_BANKOB310_01373_SEQ_00,第789洞穴团采矿地的第789团清洁工博布，一副很害怕的样子。
1,TEXT_BANKOB310_01373_SEQ_01,第789团清洁工博布告诉冒险者，第789团辅祭巴戈好像十分愤怒。在第789洞穴团采矿地，向第789团辅祭巴戈询问详情。
2,TEXT_BANKOB310_01373_SEQ_02,第789团辅祭巴戈因为新型吸附爆弹怪被第13领袖佐加夺走，而十分愤怒。为了帮助他复仇，首先前往武伽玛罗武装矿山，调查改良爆弹培育炉，获取新型吸附爆弹怪。
3,TEXT_BANKOB310_01373_SEQ_03,获得了新型吸附爆弹怪。在武伽玛罗武装矿山，将新型吸附爆弹怪设置在<hex:02280CFF05>EObj<hex:F61E94030103>。<hex:02100103><hex:02100103>※搬运状态只能维持一段时间。<hex:02100103>搬运效果消失后，新型吸附爆弹怪就会爆炸，同时会对冒险者造成伤害。
4,TEXT_BANKOB310_01373_SEQ_04,设置了新型吸附爆弹怪，成功破坏了<hex:02280CFF05>EObj<hex:F61E94030103>。调查飞散在附近的<hex:02280CFF05>EObj<hex:F61E94060103>，讨伐出现的<hex:02280FFF09>BNpcName<hex:F20ABD0103>，获取<hex:022811FF0A>EventItem<hex:F61E89870103>。
5,TEXT_BANKOB310_01373_SEQ_05,为了破坏另一处的<hex:02280CFF05>EObj<hex:F61E94030103>，继续在武伽玛罗武装矿山，调查改良爆弹培育炉，获取新型吸附爆弹怪。
6,TEXT_BANKOB310_01373_SEQ_06,获得了新型吸附爆弹怪。在武伽玛罗武装矿山，将新型吸附爆弹怪设置在<hex:02280CFF05>EObj<hex:F61E94030103>。<hex:02100103><hex:02100103>※搬运状态只能维持一段时间。<hex:02100103>搬运效果消失后，新型吸附爆弹怪就会爆炸，同时会对冒险者造成伤害。
7,TEXT_BANKOB310_01373_SEQ_07,设置了新型吸附爆弹怪，成功破坏了<hex:02280CFF05>EObj<hex:F61E94030103>。调查飞散在附近的<hex:02280CFF05>EObj<hex:F61E94060103>，讨伐出现的<hex:02280FFF09>BNpcName<hex:F20ABD0103>，获取<hex:022811FF0A>EventItem<hex:F61E89870103>。
8,TEXT_BANKOB310_01373_SEQ_08,获得了<hex:022811FF0A>EventItem<hex:F61E89870103>。前往第789洞穴团采矿地，将<hex:022811FF0A>EventItem<hex:F61E89870103>交给第789团辅祭巴戈。
9,TEXT_BANKOB310_01373_SEQ_09,将<hex:022811FF0A>EventItem<hex:F61E89870103>交给第789团辅祭巴戈后，他的心情也变好了。在第789洞穴团采矿地，向第789团清洁工博布报告。
10,TEXT_BANKOB310_01373_SEQ_10,向第789团清洁工博布报告了事情的来龙去脉。总是受牵连的第789团清洁工博布，似乎对惹怒巴戈的第13领袖佐加越发憎恨了。为了第789洞穴团采矿地能够长久和平，千万不要惹怒第789团辅祭巴戈……
11,TEXT_BANKOB310_01373_SEQ_11,
12,TEXT_BANKOB310_01373_SEQ_12,
13,TEXT_BANKOB310_01373_SEQ_13,
14,TEXT_BANKOB310_01373_SEQ_14,
15,TEXT_BANKOB310_01373_SEQ_15,
16,TEXT_BANKOB310_01373_SEQ_16,
17,TEXT_BANKOB310_01373_SEQ_17,
18,TEXT_BANKOB310_01373_SEQ_18,
19,TEXT_BANKOB310_01373_SEQ_19,
20,TEXT_BANKOB310_01373_SEQ_20,
21,TEXT_BANKOB310_01373_SEQ_21,
22,TEXT_BANKOB310_01373_SEQ_22,
23,TEXT_BANKOB310_01373_SEQ_23,
24,TEXT_BANKOB310_01373_TODO_00,和第789团辅祭巴戈对话
25,TEXT_BANKOB310_01373_TODO_01,调查武伽玛罗武装矿山的改良爆弹培育炉<hex:02100103>获取新型吸附爆弹怪
26,TEXT_BANKOB310_01373_TODO_02,在第1处的<hex:02280CFF05>EObj<hex:F61E94030103>设置新型吸附爆弹怪
27,TEXT_BANKOB310_01373_TODO_03,调查<hex:02280CFF05>EObj<hex:F61E94060103><hex:02100103>从<hex:02280FFF09>BNpcName<hex:F20ABD0103>身上获得<hex:022811FF0A>EventItem<hex:F61E89870103>
28,TEXT_BANKOB310_01373_TODO_04,调查改良爆弹培育炉<hex:02100103>再次获取新型吸附爆弹怪
29,TEXT_BANKOB310_01373_TODO_05,在第2处的<hex:02280CFF05>EObj<hex:F61E94030103>设置新型吸附爆弹怪
30,TEXT_BANKOB310_01373_TODO_06,调查<hex:02280CFF05>EObj<hex:F61E94060103><hex:02100103>从<hex:02280FFF09>BNpcName<hex:F20ABD0103>身上获得<hex:022811FF0A>EventItem<hex:F61E89870103>
31,TEXT_BANKOB310_01373_TODO_07,将<hex:022811FF0A>EventItem<hex:F61E89870103>交给第789团辅祭巴戈
32,TEXT_BANKOB310_01373_TODO_08,向第789团清洁工博布报告
33,TEXT_BANKOB310_01373_TODO_09,
34,TEXT_BANKOB310_01373_TODO_10,
35,TEXT_BANKOB310_01373_TODO_11,
36,TEXT_BANKOB310_01373_TODO_12,
37,TEXT_BANKOB310_01373_TODO_13,
38,TEXT_BANKOB310_01373_TODO_14,
39,TEXT_BANKOB310_01373_TODO_15,
40,TEXT_BANKOB310_01373_TODO_16,
41,TEXT_BANKOB310_01373_TODO_17,
42,TEXT_BANKOB310_01373_TODO_18,
43,TEXT_BANKOB310_01373_TODO_19,
44,TEXT_BANKOB310_01373_TODO_20,
45,TEXT_BANKOB310_01373_TODO_21,
46,TEXT_BANKOB310_01373_TODO_22,
47,TEXT_BANKOB310_01373_TODO_23,
48,TEXT_BANKOB310_01373_BOBU_000_000,好奇怪啊……<hex:02100103>虽然 不知道怎么回事<hex:02100103>但第789团辅祭巴戈 好像十分生气。
49,TEXT_BANKOB310_01373_BOBU_000_001,惹怒巴戈的话 会发生很可怕的事情。<hex:02100103>不知道那家伙的炸弹 何时会向我飞来……<hex:02100103>真的 很可怕啊！
50,TEXT_BANKOB310_01373_BOBU_000_002,你 快去找第789团辅祭巴戈<hex:02100103>问问他什么情况 好好安抚他一下！<hex:02100103>全都 拜托你了啊……
51,TEXT_BANKOB310_01373_BOBU_000_003,你 快去找第789团辅祭巴戈<hex:02100103>问问他什么情况 好好安抚他一下！<hex:02100103>全都 拜托你了啊……
52,TEXT_BANKOB310_01373_BAGO_000_010,佐加那混蛋 不可原谅 不可原谅！<hex:02100103>他夺走了人家的 新型吸附爆弹怪！<hex:02100103>嘿嘿嘿……人家要报仇 你也来帮忙吧！
53,TEXT_BANKOB310_01373_BAGO_000_011,佐加把人家的 新型吸附爆弹怪<hex:02100103>放在他的 改良爆弹培育炉中使用。
54,TEXT_BANKOB310_01373_BAGO_000_012,新型吸附爆弹怪 会因为培育炉的热度 而进入引爆状态……<hex:02100103>你把它从培育炉中取出来 用它来复仇！ <hex:02100103>就用它破坏 2处的<hex:02280CFF05>EObj<hex:F61E94030103>……嘿嘿嘿。
