key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESSUM502_03664_SEQ_00,※本任务是特定期间内的任务。<hex:02100103><hex:02100103>太阳海岸的红莲节执行委员长荷尔玛伽想对比赛进行说明。
1,TEXT_FESSUM502_03664_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<hex:02100103>　季节活动结束后无法进行，敬请注意。<hex:02100103>　详情请参见官方网站。<hex:02100103><hex:02100103>从荷尔玛伽处重新听取了说明。从永夏魔城、烹调大会、钓鱼大会之中任选擅长的活动进行攻略，并收集<hex:02280BFF05>Item<hex:F26D590103>。收集到4张<hex:02280BFF05>Item<hex:F26D590103>之后就拿去交给太阳海岸的红莲节执行委员长荷尔玛伽。
2,TEXT_FESSUM502_03664_SEQ_02,将<hex:02280BFF05>Item<hex:F26D590103>交给了荷尔玛伽。好像赢过了尔·弗尔·提亚。为了打听还没来报告的尔·弗尔·提亚的消息，去太阳海岸找尔·玛嘉谈谈。
3,TEXT_FESSUM502_03664_SEQ_03,虽然与尔·玛嘉进行了交谈，但她也不清楚尔·弗尔·提亚的状况。去找太阳海岸的红莲节执行委员博德富安谈谈。
4,TEXT_FESSUM502_03664_SEQ_04,和博德富安进行了交谈。正巧尔·弗尔·提亚要挑战永夏魔城。与尔·玛嘉一起为尔·弗尔·提亚加油，而尔·弗尔·提亚却失去平衡掉进了海里。救助位于太阳海岸的尔·弗尔·提亚。
5,TEXT_FESSUM502_03664_SEQ_05,救助了尔·弗尔·提亚。尔·玛嘉想换个地方休息一下。和位于太阳海岸的尔·弗尔·提亚谈谈。
6,TEXT_FESSUM502_03664_SEQ_06,和尔·弗尔·提亚进行了交谈。尔·弗尔·提亚没有想到与冒险者之间已经决出胜负，听过结果之后大吃一惊，深刻反省了自己成为冒险者之后的自负，尔·弗尔·提亚决定改过自新，再次勤勉修行。向太阳海岸的红莲节执行委员长荷尔玛伽报告。
7,TEXT_FESSUM502_03664_SEQ_07,荷尔玛伽十分感谢给予尔·弗尔·提亚指导的冒险者。为了继续炒热红莲节的气氛，接着参与活动也不错。
8,TEXT_FESSUM502_03664_SEQ_08,
9,TEXT_FESSUM502_03664_SEQ_09,
10,TEXT_FESSUM502_03664_SEQ_10,
11,TEXT_FESSUM502_03664_SEQ_11,
12,TEXT_FESSUM502_03664_SEQ_12,
13,TEXT_FESSUM502_03664_SEQ_13,
14,TEXT_FESSUM502_03664_SEQ_14,
15,TEXT_FESSUM502_03664_SEQ_15,
16,TEXT_FESSUM502_03664_SEQ_16,
17,TEXT_FESSUM502_03664_SEQ_17,
18,TEXT_FESSUM502_03664_SEQ_18,
19,TEXT_FESSUM502_03664_SEQ_19,
20,TEXT_FESSUM502_03664_SEQ_20,
21,TEXT_FESSUM502_03664_SEQ_21,
22,TEXT_FESSUM502_03664_SEQ_22,
23,TEXT_FESSUM502_03664_SEQ_23,
24,TEXT_FESSUM502_03664_TODO_00,<hex:020859E3E802E803FF15>获取<hex:02280BFF05>Item<hex:F26D590103><hex:FF3C>将<hex:02280BFF05>Item<hex:F26D590103>交给红莲节执行委员长荷尔玛伽<hex:03>
25,TEXT_FESSUM502_03664_TODO_01,和尔·玛嘉对话
26,TEXT_FESSUM502_03664_TODO_02,和红莲节执行委员博德富安对话
27,TEXT_FESSUM502_03664_TODO_03,救助尔·弗尔·提亚
28,TEXT_FESSUM502_03664_TODO_04,和尔·弗尔·提亚对话
29,TEXT_FESSUM502_03664_TODO_05,向红莲节执行委员长荷尔玛伽报告
30,TEXT_FESSUM502_03664_TODO_06,
31,TEXT_FESSUM502_03664_TODO_07,
32,TEXT_FESSUM502_03664_TODO_08,
33,TEXT_FESSUM502_03664_TODO_09,
34,TEXT_FESSUM502_03664_TODO_10,
35,TEXT_FESSUM502_03664_TODO_11,
36,TEXT_FESSUM502_03664_TODO_12,
37,TEXT_FESSUM502_03664_TODO_13,
38,TEXT_FESSUM502_03664_TODO_14,
39,TEXT_FESSUM502_03664_TODO_15,
40,TEXT_FESSUM502_03664_TODO_16,
41,TEXT_FESSUM502_03664_TODO_17,
42,TEXT_FESSUM502_03664_TODO_18,
43,TEXT_FESSUM502_03664_TODO_19,
44,TEXT_FESSUM502_03664_TODO_20,
45,TEXT_FESSUM502_03664_TODO_21,
46,TEXT_FESSUM502_03664_TODO_22,
47,TEXT_FESSUM502_03664_TODO_23,
48,TEXT_FESSUM502_03664_HAERMAGA_000_000,那我就再重新说明一次。<hex:02100103>关于尔·弗尔·提亚的挑战……<hex:02100103>你就当是教导一下有点得意忘形的新人，稍微陪陪他吧。
49,TEXT_FESSUM502_03664_HAERMAGA_000_001,关于<hex:02280BFF05>Item<hex:F26D590103>的话，永夏魔城能拿到4张，<hex:02100103>钓鱼大会和烹调大会各是1张，<hex:02100103>每攻略一次就能拿到一回奖励。
50,TEXT_FESSUM502_03664_HAERMAGA_100_001,要想参加永夏魔城的挑战，就去魔城挑战登记负责人那里登记，<hex:02100103>参加钓鱼大会就找嘉·喃歌，<hex:02100103>参加烹调大会就去找希尔德拉娜！
51,TEXT_FESSUM502_03664_HAERMAGA_000_002,你擅长哪个就去参加哪个吧！<hex:02100103>每一个活动都能从负责这活动的红莲节执行委员那里，<hex:02100103>或者是艾西莉亚那里听取说明。
52,TEXT_FESSUM502_03664_HAERMAGA_000_003,接下来那你就好好加油吧！<hex:02100103>收集到4张<hex:02280BFF05>Item<hex:F26D590103>了之后就来找我！<hex:02100103>虽然说不上是谢礼，但还是会给你准备特别的报酬的！
53,TEXT_FESSUM502_03664_HAERMAGA_000_004,收集到4张<hex:02280BFF05>Item<hex:F26D590103>了之后就来找我！<hex:02100103>虽然说不上是谢礼，但还是会给你准备特别的报酬的！
54,TEXT_FESSUM502_03664_HAERMAGA_000_010,哟，已经收集到4张<hex:02280BFF05>Item<hex:F26D590103>了么？
55,TEXT_FESSUM502_03664_HAERMAGA_000_011,……3张……4张！<hex:02100103>嗯，确实是集齐了4张！
56,TEXT_FESSUM502_03664_HAERMAGA_000_012,真不愧是<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>！<hex:02100103>尔·弗尔·提亚还没来呢。<hex:02100103>这场对决是你赢了！
57,TEXT_FESSUM502_03664_HAERMAGA_000_013,虽然就算不比也知道结果……<hex:02100103>但就是放心不下他。
58,TEXT_FESSUM502_03664_HAERMAGA_000_014,那小子以前在红莲节上看到了冒险者活跃的英姿之后，<hex:02100103>就想着自己也要当个冒险者，现在已经向着这个梦想迈进了一步。<hex:02100103>作为红莲节执行委员长，我真挺欣慰的。
59,TEXT_FESSUM502_03664_HAERMAGA_000_015,而且，那小子作为冒险者的实力提升了之后，<hex:02100103>还担起了已过世父亲的责任来守护家人。<hex:02100103>……虽然我不太清楚他们猫魅族的规矩。
