key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_BANPIX005_03687_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊规则： 等级调整（限定职业）<hex:0249020103><hex:0248020103><hex:02100103>群花馆的提儿·拜克似乎正在抵抗睡意。
1,TEXT_BANPIX005_03687_SEQ_01,※本任务为<hex:024804F201FC03><hex:024904F201FD03><hex:0249020103><hex:0248020103> 等级调整（限定职业）任务，<hex:02100103>需要与接受任务时的职业相同才可继续进行任务。<hex:02100103><hex:02100103>提儿·拜克正在抵抗雅恩·拉德施加的睡意。和丽耶美格梦园的蛇行枝的少女谈谈。<hex:02100103>※只要和群花馆的佐恩·苏儿对话，就能前往丽耶美格梦园。
2,TEXT_BANPIX005_03687_SEQ_02,和蛇行枝的少女进行了交谈。由于驱除了恶梦，现实中的她大大消除了由于内心的欲望而产生的不安。和丽耶美格梦园的提儿·拜克谈谈。
3,TEXT_BANPIX005_03687_SEQ_03,提儿·拜克再次下定决心，要和雅恩·拉德成为朋友。为了开放第五扇门，需要继续帮助提儿·拜克等妖灵。在伊尔美格的妖灵中收集前任缇坦妮雅的情报，收集能让雅恩·拉德改变内心的线索。
4,TEXT_BANPIX005_03687_SEQ_04,在伊尔美格的妖灵中收集了情报。和群花馆的艾泽尔二世谈谈。
5,TEXT_BANPIX005_03687_SEQ_05,和艾泽尔二世进行了交谈。提儿·拜克醒来之后，发现群花馆的妖灵们并没有忘记前任缇坦妮雅，因此感到十分欣慰。为了解决雅恩·拉德内心的欲望，使最后一扇门得以开放，前往丽耶美格梦园吧。和群花馆的佐恩·苏儿谈谈。
6,TEXT_BANPIX005_03687_SEQ_06,听佐恩·苏儿说，丽耶美格梦园正在发生异常状况。助提儿·拜克和艾泽尔二世一臂之力吧。
7,TEXT_BANPIX005_03687_SEQ_07,成功阻止了失控的雅恩·拉德。不知雅恩·拉德是否平安无事。若是离开了丽耶美格梦园，群花馆的佐恩·苏儿可以带领冒险者重返梦园。
8,TEXT_BANPIX005_03687_SEQ_08,冒险者和提儿·拜克一行成为了雅恩·拉德的心灵依靠，雅恩·拉德内心的欲望得以满足。前任缇坦妮雅遗留的意念尚在，雅恩·拉德能否在丽耶美格梦园和提儿·拜克的引导下走上正轨呢。和丽耶美格梦园的提儿·拜克谈谈。
9,TEXT_BANPIX005_03687_SEQ_09,和提儿·拜克进行了交谈。雅恩·拉德已经彻底改邪归正，提儿·拜克非常开心。和群花馆的提儿·拜克谈谈。
10,TEXT_BANPIX005_03687_SEQ_10,和提儿·拜克进行了交谈。丽耶美格梦园已经有了许多让人和妖灵都能感到快乐的梦，为了维持现状，继续帮助提儿·拜克吧。
11,TEXT_BANPIX005_03687_SEQ_11,
12,TEXT_BANPIX005_03687_SEQ_12,
13,TEXT_BANPIX005_03687_SEQ_13,
14,TEXT_BANPIX005_03687_SEQ_14,
15,TEXT_BANPIX005_03687_SEQ_15,
16,TEXT_BANPIX005_03687_SEQ_16,
17,TEXT_BANPIX005_03687_SEQ_17,
18,TEXT_BANPIX005_03687_SEQ_18,
19,TEXT_BANPIX005_03687_SEQ_19,
20,TEXT_BANPIX005_03687_SEQ_20,
21,TEXT_BANPIX005_03687_SEQ_21,
22,TEXT_BANPIX005_03687_SEQ_22,
23,TEXT_BANPIX005_03687_SEQ_23,
24,TEXT_BANPIX005_03687_TODO_00,和丽耶美格梦园的蛇行枝的少女对话
25,TEXT_BANPIX005_03687_TODO_01,和提儿·拜克对话
26,TEXT_BANPIX005_03687_TODO_02,在伊尔美格收集情报
27,TEXT_BANPIX005_03687_TODO_03,和艾泽尔二世对话
28,TEXT_BANPIX005_03687_TODO_04,和佐恩·苏儿对话
29,TEXT_BANPIX005_03687_TODO_05,再次和佐恩·苏儿对话
30,TEXT_BANPIX005_03687_TODO_06,再次和佐恩·苏儿对话
31,TEXT_BANPIX005_03687_TODO_07,和提儿·拜克对话
32,TEXT_BANPIX005_03687_TODO_08,和群花馆的提儿·拜克对话
33,TEXT_BANPIX005_03687_TODO_09,
34,TEXT_BANPIX005_03687_TODO_10,
35,TEXT_BANPIX005_03687_TODO_11,
36,TEXT_BANPIX005_03687_TODO_12,
37,TEXT_BANPIX005_03687_TODO_13,
38,TEXT_BANPIX005_03687_TODO_14,
39,TEXT_BANPIX005_03687_TODO_15,
40,TEXT_BANPIX005_03687_TODO_16,
41,TEXT_BANPIX005_03687_TODO_17,
42,TEXT_BANPIX005_03687_TODO_18,
43,TEXT_BANPIX005_03687_TODO_19,
44,TEXT_BANPIX005_03687_TODO_20,
45,TEXT_BANPIX005_03687_TODO_21,
46,TEXT_BANPIX005_03687_TODO_22,
47,TEXT_BANPIX005_03687_TODO_23,
48,TEXT_BANPIX005_03687_TYRBEQ_000_000,是你啊……<hex:022903EB0203>。<hex:02100103>抱歉，中了雅恩·拉德的魔法之后……<hex:02100103>呼啊……我就好想睡觉啊……
49,TEXT_BANPIX005_03687_EZELII_000_001,因为他要想方设法让你做恶梦啊。<hex:02100103>看起来，这份睡意很难抵抗呢。<hex:02100103>你要实在是太困的话，干脆就睡一觉吧？
50,TEXT_BANPIX005_03687_TYRBEQ_000_002,我才不要！<hex:02100103>我要是真的睡着了，做了恶梦的话，<hex:02100103>就会被你……猛、猛吸一通了对吧？！
51,TEXT_BANPIX005_03687_EZELII_000_003,如果提儿的内心没有负面欲望的话，<hex:02100103>应该不会做恶梦吧……<hex:02100103>但如果你真的被恶梦魇住了的话，我很乐意帮你吸出来噗！
52,TEXT_BANPIX005_03687_TYRBEQ_000_004,不要啊！！<hex:02100103>绝、对、不、要！
53,TEXT_BANPIX005_03687_EZELII_000_005,哎呀，至于嘛。<hex:02100103>对了，我们去和蛇行枝的少女说说话，<hex:02100103>顺便看看丽耶美格梦园有没有发生什么异变吧？
54,TEXT_BANPIX005_03687_EZELII_000_006,（★未使用／削除予定★）
55,TEXT_BANPIX005_03687_SLITHERBOUGHGIRL03686_000_010,啊，你是之前的那个<hex:020819E905FF0A>大姐姐<hex:FF0A>大哥哥<hex:03>！<hex:02100103>我就知道，我们一定还会再见面的！
56,TEXT_BANPIX005_03687_EZELII_000_011,你在那之后应该没再做过恶梦吧？<hex:02100103>心情怎么样？
57,TEXT_BANPIX005_03687_SLITHERBOUGHGIRL03686_000_012,是的！我现在感觉好多了！<hex:02100103>之前，我为了能够成为独当一面的导师而拼命修行，<hex:02100103>完全没有喘息的机会……只是想着要是有人能够理解我就好了。
58,TEXT_BANPIX005_03687_TYRBEQ_000_013,于是，雅恩·拉德……<hex:02100103>那个无色仙子就出现在你梦里了对吧？
59,TEXT_BANPIX005_03687_SLITHERBOUGHGIRL03686_000_014,是的，不过……那个仙子……<hex:02100103>他的内心非常复杂。<hex:02100103>就像是一个有着强烈执念的、孤独的灵魂……
